Location,Year,Characteristic,School Type,Enrolments,Total Attendance Sessions,Total Sessions - Absence,Authorised Absence Sessions,Unauthorised Absence Sessions,Overall Absence Rate (%),Authorised Absence Rate (%),Unauthorised Absence Rate (%),Enrolments - Persistent Absence (10 or more sessions),Persistent Absence Rate (%),Enrolments - Severe Absence (50 or more sessions),Severe Absence Rate
Bradford,201718,SEN primary need Specific learning difficulty,Special,9,3096,532,460,72,17.18346,14.85788,2.32558,4,44.44444,1,11.11111111
Bradford,201819,SEN primary need Specific learning difficulty,Total,1038,376417,24058,15375,8683,6.39132,4.08457,2.30675,171,16.47399,12,1.156069364
Bradford,201819,SEN primary need Specific learning difficulty,State-funded primary,456,168782,8257,5691,2566,4.89211,3.37181,1.5203,58,12.7193,2,0.438596491
Bradford,201819,SEN primary need Specific learning difficulty,State-funded secondary,576,205363,15271,9371,5900,7.4361,4.56314,2.87296,109,18.92361,10,1.736111111
Bradford,201819,SEN primary need Specific learning difficulty,Special,6,2272,530,313,217,23.32746,13.77641,9.55106,4,66.66667,0,0
Bradford,202021,SEN primary need Specific learning difficulty,Total,1073,368413,28982,17871,11111,7.86671,4.85081,3.01591,251,23.39236,22,2.050326188
Bradford,202021,SEN primary need Specific learning difficulty,State-funded primary,403,147285,8518,5797,2721,5.78335,3.93591,1.84744,64,15.88089,5,1.240694789
Bradford,202021,SEN primary need Specific learning difficulty,Special,6,2192,349,347,2,15.92153,15.83029,0.09124,5,83.33333,0,0
Bradford,202021,SEN primary need Specific learning difficulty,State-funded secondary,664,218936,20115,11727,8388,9.18762,5.35636,3.83126,182,27.40964,17,2.560240964
Bradford,202122,SEN primary need Specific learning difficulty,Special,8,3014,220,211,9,7.29927,7.00066,0.29861,1,12.5,0,0
Bradford,202122,SEN primary need Specific learning difficulty,State-funded primary,372,136650,11047,7484,3563,8.08416,5.47677,2.60739,86,23.11828,7,1.88172043
Bradford,202122,SEN primary need Specific learning difficulty,State-funded secondary,725,253676,33586,17198,16388,13.23972,6.77951,6.46021,276,38.06897,42,5.793103448
Bradford,202122,Ethnicity Major White Total,Total,40042,14042589,1325351,797625,527726,9.43808,5.68004,3.75804,11176,27.91069,1435,3.583737076
Bradford,201718,SEN primary need Speech language and communications needs,State-funded primary,2205,775141,38722,24824,13898,4.99548,3.20251,1.79296,290,13.15193,2,0.090702948
Bradford,201718,SEN primary need Speech language and communications needs,Special,24,8091,569,534,35,7.03251,6.59993,0.43258,4,16.66667,0,0
Bradford,201718,SEN primary need Speech language and communications needs,Total,2647,930908,49031,30530,18501,5.26701,3.27959,1.98741,364,13.75142,6,0.226671704
Bradford,201718,SEN primary need Speech language and communications needs,State-funded secondary,418,147676,9740,5172,4568,6.59552,3.50226,3.09326,70,16.74641,4,0.956937799
Bradford,201819,SEN primary need Speech language and communications needs,Special,50,17385,1703,1601,102,9.7958,9.20909,0.58671,15,30,1,2
Bradford,201819,SEN primary need Speech language and communications needs,State-funded primary,2348,862196,43068,27750,15318,4.99515,3.21853,1.77663,284,12.0954,8,0.340715503
Bradford,201819,SEN primary need Speech language and communications needs,Total,2879,1051515,56458,35711,20747,5.36921,3.39615,1.97306,391,13.5811,11,0.38207711
Bradford,201819,SEN primary need Speech language and communications needs,State-funded secondary,481,171934,11687,6360,5327,6.79738,3.69909,3.09828,92,19.12682,2,0.415800416
Bradford,202021,SEN primary need Speech language and communications needs,State-funded primary,2476,893942,54747,34226,20521,6.12422,3.82866,2.29556,418,16.88207,20,0.807754443
Bradford,202021,SEN primary need Speech language and communications needs,Special,85,30593,4981,4316,665,16.2815,14.1078,2.1737,47,55.29412,6,7.058823529
Bradford,202021,SEN primary need Speech language and communications needs,Total,3175,1138055,79507,51181,28326,6.98622,4.49723,2.48898,627,19.74803,41,1.291338583
Bradford,202021,SEN primary need Speech language and communications needs,State-funded secondary,614,213520,19779,12639,7140,9.2633,5.91935,3.34395,162,26.38436,15,2.442996743
Bradford,202122,SEN primary need Speech language and communications needs,Special,103,37899,4730,3815,915,12.48054,10.06623,2.41431,42,40.7767,1,0.970873786
Bradford,202122,SEN primary need Speech language and communications needs,State-funded primary,2529,924511,72110,46628,25482,7.7998,5.04353,2.75627,671,26.53223,18,0.711743772
Bradford,202122,SEN primary need Speech language and communications needs,State-funded secondary,723,251692,29216,16011,13205,11.60784,6.36135,5.24649,247,34.16321,32,4.426002766
Bradford,202122,Gender female,Total,42526,14851821,1330171,790890,539281,8.95628,5.32521,3.63108,12061,28.36147,1107,2.603113389
Bradford,201718,SEN primary need Unclassified,Total,605,167040,13279,6362,6917,7.94959,3.80867,4.14092,189,31.23967,30,4.958677686
Bradford,201718,SEN primary need Unclassified,Special,12,1305,174,119,55,13.33333,9.11877,4.21456,5,41.66667,2,16.66666667
Bradford,201718,SEN primary need Unclassified,State-funded secondary,275,76762,8046,3403,4643,10.48175,4.43318,6.04857,117,42.54545,18,6.545454545
Bradford,201718,SEN primary need Unclassified,State-funded primary,318,88973,5059,2840,2219,5.68599,3.19198,2.49402,67,21.06918,10,3.144654088
Bradford,201819,SEN primary need Unclassified,State-funded primary,313,95245,5282,3168,2114,5.5457,3.32616,2.21954,59,18.84984,8,2.555910543
Bradford,201819,SEN primary need Unclassified,State-funded secondary,303,83329,11164,4478,6686,13.3975,5.37388,8.02362,128,42.24422,35,11.55115512
Bradford,201819,SEN primary need Unclassified,Total,620,178990,16570,7720,8850,9.2575,4.31309,4.94441,191,30.80645,44,7.096774194
Bradford,201819,SEN primary need Unclassified,Special,4,416,124,74,50,29.80769,17.78846,12.01923,4,100,1,25
Bradford,202021,SEN primary need Unclassified,Total,750,231667,21919,9776,12143,9.46143,4.21985,5.24158,247,32.93333,66,8.8
Bradford,202021,SEN primary need Unclassified,State-funded secondary,369,116705,14019,5751,8268,12.01234,4.92781,7.08453,152,41.19241,42,11.38211382
Bradford,202021,SEN primary need Unclassified,State-funded primary,368,113514,7235,3638,3597,6.37366,3.20489,3.16877,86,23.36957,17,4.619565217
Bradford,202021,SEN primary need Unclassified,Special,13,1448,665,387,278,45.92541,26.72652,19.1989,9,69.23077,7,53.84615385
Bradford,202122,SEN primary need Unclassified,Special,12,1360,793,508,285,58.30882,37.35294,20.95588,10,83.33333,7,58.33333333
Bradford,202122,SEN primary need Unclassified,State-funded primary,277,83547,7189,4503,2686,8.60474,5.38978,3.21496,90,32.49097,19,6.859205776
Bradford,202122,SEN primary need Unclassified,State-funded secondary,169,38006,8307,3444,4863,21.85708,9.06173,12.79535,101,59.76331,48,28.40236686
Bradford,202122,Gender male,Total,43749,15237649,1388789,822278,566511,9.11419,5.39636,3.71784,12631,28.87152,1230,2.811492834
Bradford,201718,SEN primary need Visual impairment,State-funded secondary,101,34952,2145,1342,803,6.13699,3.83955,2.29744,13,12.87129,2,1.98019802
Bradford,201718,SEN primary need Visual impairment,State-funded primary,100,36053,1802,1297,505,4.9982,3.59748,1.40072,13,13,0,0
Bradford,201718,SEN primary need Visual impairment,Total,214,75796,4433,3118,1315,5.84859,4.11367,1.73492,29,13.5514,2,0.934579439
Bradford,201718,SEN primary need Visual impairment,Special,13,4791,486,479,7,10.14402,9.99791,0.14611,3,23.07692,0,0
Bradford,201819,SEN primary need Visual impairment,Total,201,72135,4064,2809,1255,5.63388,3.89409,1.73979,29,14.42786,0,0
Bradford,201819,SEN primary need Visual impairment,State-funded primary,92,34036,1757,1143,614,5.16218,3.35821,1.80397,12,13.04348,0,0
Bradford,201819,SEN primary need Visual impairment,State-funded secondary,99,34325,2092,1453,639,6.09468,4.23307,1.86162,16,16.16162,0,0
Bradford,201819,SEN primary need Visual impairment,Special,10,3774,215,213,2,5.69687,5.64388,0.05299,1,10,0,0
Bradford,202021,SEN primary need Visual impairment,Total,207,73236,6528,4567,1961,8.91365,6.236,2.67764,58,28.01932,3,1.449275362
Bradford,202021,SEN primary need Visual impairment,State-funded primary,87,31607,2395,1586,809,7.57744,5.01788,2.55956,20,22.98851,0,0
Bradford,202021,SEN primary need Visual impairment,Special,10,3588,732,732,0,20.40134,20.40134,0,6,60,1,10
Bradford,202021,SEN primary need Visual impairment,State-funded secondary,110,38041,3401,2249,1152,8.94035,5.91204,3.02831,32,29.09091,2,1.818181818
Bradford,202122,SEN primary need Visual impairment,Special,10,3632,628,603,25,17.29075,16.60242,0.68833,3,30,1,10
Bradford,202122,SEN primary need Visual impairment,State-funded primary,79,29092,2663,1601,1062,9.15372,5.50323,3.65049,29,36.70886,1,1.265822785
Bradford,202122,SEN primary need Visual impairment,State-funded secondary,106,35408,3950,1975,1975,11.15567,5.57784,5.57784,30,28.30189,4,3.773584906
Bradford,202122,Ethnicity Minority Ethnic Group,Total,49492,17278086,1575477,890716,684761,9.11835,5.15518,3.96318,15197,30.70597,1147,2.31754627
Bradford,201718,SEN provision No identified SEN,Total,68337,23726729,1142768,693666,449102,4.81637,2.92356,1.89281,8044,11.77108,404,0.59118779
Bradford,201718,SEN provision No identified SEN,Special,2,734,142,108,34,19.34605,14.7139,4.63215,1,50,0,0
Bradford,201718,SEN provision No identified SEN,State-funded primary,39636,13936359,583434,376829,206605,4.18642,2.70393,1.48249,3781,9.53931,69,0.174084166
Bradford,201718,SEN provision No identified SEN,State-funded secondary,28699,9789636,559192,316729,242463,5.71208,3.23535,2.47673,4262,14.85069,335,1.167288059
Bradford,201819,SEN provision No identified SEN,Total,68283,24425881,1214823,732166,482657,4.97351,2.9975,1.97601,8318,12.18166,484,0.708814786
Bradford,201819,SEN provision No identified SEN,State-funded secondary,29369,10239300,629912,350315,279597,6.1519,3.42128,2.73063,4621,15.73428,400,1.361980319
Bradford,201819,SEN provision No identified SEN,Special,4,1422,225,182,43,15.82278,12.79887,3.02391,1,25,1,25
Bradford,201819,SEN provision No identified SEN,State-funded primary,38910,14185159,584686,381669,203017,4.12181,2.69062,1.43119,3696,9.49884,83,0.213312773
Bradford,202021,SEN provision No identified SEN,State-funded primary,38933,14041698,613805,383004,230801,4.3713,2.72762,1.64368,4273,10.97527,253,0.649834331
Bradford,202021,SEN provision No identified SEN,State-funded secondary,31198,10532672,752593,431656,320937,7.14532,4.09826,3.04706,6530,20.93083,584,1.871914866
Bradford,202021,SEN provision No identified SEN,Total,70131,24574370,1366398,814660,551738,5.56026,3.31508,2.24518,10803,15.40403,837,1.193480772
Bradford,202122,SEN provision No identified SEN,State-funded primary,39179,14161864,933164,615596,317568,6.58927,4.34686,2.24242,7985,20.38082,205,0.523239491
Bradford,202122,SEN provision No identified SEN,State-funded secondary,31133,10544205,1111290,601514,509776,10.53934,5.70469,4.83466,10460,33.59779,1031,3.311598625
Bradford,202122,First language Known or believed to be English,Total,55179,19343433,1724692,1087020,637672,8.91616,5.61958,3.29658,14897,26.99759,1529,2.770981714
Bradford,201718,SEN provision SEN Support,State-funded primary,7579,2651467,144988,92234,52754,5.46822,3.4786,1.98962,1162,15.33184,27,0.356247526
Bradford,201718,SEN provision SEN Support,State-funded secondary,4709,1601893,142701,68194,74507,8.90827,4.25709,4.65118,1229,26.09896,144,3.057974092
Bradford,201718,SEN provision SEN Support,Total,12321,4263885,289256,161835,127421,6.78386,3.79548,2.98838,2410,19.5601,172,1.395990585
Bradford,201718,SEN provision SEN Support,Special,33,10525,1567,1407,160,14.88836,13.36817,1.52019,19,57.57576,1,3.03030303
Bradford,201819,SEN provision SEN Support,State-funded primary,7680,2783761,152556,97473,55083,5.48021,3.50149,1.97873,1220,15.88542,32,0.416666667
Bradford,201819,SEN provision SEN Support,Special,31,9877,1606,1477,129,16.26,14.95393,1.30606,15,48.3871,2,6.451612903
Bradford,201819,SEN provision SEN Support,State-funded secondary,4843,1666229,163461,79040,84421,9.81024,4.74365,5.06659,1349,27.85464,190,3.923188107
Bradford,201819,SEN provision SEN Support,Total,12554,4459867,317623,177990,139633,7.1218,3.99093,3.13088,2584,20.58308,224,1.784291859
Bradford,202021,SEN provision SEN Support,Total,12140,4235853,362690,205873,156817,8.56238,4.86025,3.70214,3164,26.0626,341,2.808896211
Bradford,202021,SEN provision SEN Support,State-funded secondary,5376,1797780,209947,112005,97942,11.67813,6.23018,5.44794,1908,35.49107,285,5.301339286
Bradford,202021,SEN provision SEN Support,Special,8,2943,531,511,20,18.04281,17.36323,0.67958,6,75,0,0
Bradford,202021,SEN provision SEN Support,State-funded primary,6756,2435130,152212,93357,58855,6.25067,3.83376,2.41691,1250,18.50207,56,0.828892836
Bradford,202122,SEN provision SEN Support,Special,4,1334,160,156,4,11.994,11.69415,0.29985,3,75,0,0
Bradford,202122,SEN provision SEN Support,State-funded primary,6604,2393062,201373,129537,71836,8.41487,5.41302,3.00184,1919,29.05815,86,1.302241066
Bradford,202122,SEN provision SEN Support,State-funded secondary,5542,1879262,308592,155327,153265,16.42091,8.26532,8.1556,2598,46.87838,532,9.599422591
Bradford,202122,FSM not eligible in last 6 years,Total,56807,20221708,1491398,982071,509327,7.37523,4.85652,2.51871,12410,21.8459,751,1.322020174
Bradford,201718,SEN provision Statement or EHCP,State-funded primary,735,255709,17607,12891,4716,6.88556,5.04128,1.84428,150,20.40816,9,1.224489796
Bradford,201718,SEN provision Statement or EHCP,Total,2126,738811,63703,48691,15012,8.62237,6.59045,2.03191,559,26.29351,47,2.210724365
Bradford,201718,SEN provision Statement or EHCP,Special,887,311301,31411,26684,4727,10.09023,8.57177,1.51847,276,31.11612,23,2.593010147
Bradford,201718,SEN provision Statement or EHCP,State-funded secondary,504,171801,14685,9116,5569,8.54768,5.30614,3.24154,133,26.38889,15,2.976190476
Bradford,201819,SEN provision Statement or EHCP,State-funded primary,785,284359,20245,14370,5875,7.11952,5.05347,2.06605,164,20.89172,14,1.78343949
Bradford,201819,SEN provision Statement or EHCP,Special,928,337074,35186,31401,3785,10.43866,9.31576,1.1229,300,32.32759,24,2.586206897
Bradford,201819,SEN provision Statement or EHCP,Total,2312,831911,73972,57854,16118,8.89182,6.95435,1.93747,607,26.25433,55,2.378892734
Bradford,201819,SEN provision Statement or EHCP,State-funded secondary,599,210478,18541,12083,6458,8.809,5.74074,3.06825,143,23.87312,17,2.838063439
Bradford,202021,SEN provision Statement or EHCP,Special,1163,405039,80999,68222,12777,19.99783,16.84332,3.15451,740,63.62855,102,8.770421324
Bradford,202021,SEN provision Statement or EHCP,State-funded primary,1042,360840,36697,28410,8287,10.16988,7.8733,2.29659,352,33.78119,37,3.550863724
Bradford,202021,SEN provision Statement or EHCP,State-funded secondary,853,284610,55564,41435,14129,19.52286,14.55852,4.96434,474,55.56858,85,9.964830012
Bradford,202021,SEN provision Statement or EHCP,Total,3058,1050489,173260,138067,35193,16.49327,13.14312,3.35015,1566,51.20994,224,7.325049052
Bradford,202122,SEN provision Statement or EHCP,Special,1175,416983,66780,52380,14400,16.01504,12.56166,3.45338,556,47.31915,91,7.744680851
Bradford,202122,SEN provision Statement or EHCP,State-funded primary,1052,377331,38762,26854,11908,10.27268,7.11683,3.15585,351,33.36502,32,3.041825095
Bradford,202122,SEN provision Statement or EHCP,State-funded secondary,893,295128,52398,29948,22450,17.75433,10.14746,7.60687,389,43.56103,113,12.65397536
Bradford,202122,FSM Not eligible,Total,60518,21398795,1637021,1053505,583516,7.65006,4.9232,2.72686,13847,22.8808,926,1.530123269
Bradford,201718,SEN provision Unclassified,Total,609,18528,4180,1049,3131,22.56045,5.6617,16.89875,299,49.09688,139,22.82430213
Bradford,201718,SEN provision Unclassified,Special,4,74,4,0,4,5.40541,0,5.40541,1,25,1,25
Bradford,201718,SEN provision Unclassified,State-funded primary,333,9738,1962,540,1422,20.14787,5.54529,14.60259,153,45.94595,68,20.42042042
Bradford,201718,SEN provision Unclassified,State-funded secondary,272,8716,2214,509,1705,25.40156,5.83983,19.56173,145,53.30882,70,25.73529412
Bradford,201819,SEN provision Unclassified,Total,599,17918,4295,1238,3057,23.97031,6.90925,17.06106,310,51.75292,145,24.20701169
Bradford,201819,SEN provision Unclassified,State-funded secondary,291,8712,2214,637,1577,25.41322,7.31175,18.10147,160,54.98282,66,22.68041237
Bradford,201819,SEN provision Unclassified,Special,5,74,46,46,0,62.16216,62.16216,0,4,80,4,80
Bradford,201819,SEN provision Unclassified,State-funded primary,303,9132,2035,555,1480,22.28428,6.07753,16.20675,146,48.18482,75,24.75247525
Bradford,202021,SEN provision Unclassified,State-funded primary,291,6209,1818,663,1155,29.28008,10.67805,18.60203,163,56.01375,107,36.76975945
Bradford,202021,SEN provision Unclassified,Special,12,52,30,6,24,57.69231,11.53846,46.15385,3,25,2,16.66666667
Bradford,202021,SEN provision Unclassified,State-funded secondary,215,4644,1795,607,1188,38.65202,13.07063,25.5814,156,72.55814,96,44.65116279
Bradford,202021,SEN provision Unclassified,Total,518,10905,3643,1276,2367,33.40669,11.70105,21.70564,322,62.16216,205,39.57528958
Bradford,202122,SEN provision Unclassified,Special,3,134,26,26,0,19.40299,19.40299,0,1,33.33333,1,33.33333333
Bradford,202122,SEN provision Unclassified,State-funded primary,397,12557,3308,1126,2182,26.34387,8.96711,17.37676,206,51.88917,104,26.19647355
Bradford,202122,SEN provision Unclassified,State-funded secondary,293,7610,3107,704,2403,40.82786,9.25099,31.57687,224,76.45051,142,48.46416382
Bradford,202122,SEN provision No identified SEN,Total,70312,24706069,2044454,1217110,827344,8.27511,4.92636,3.34875,18445,26.23308,1236,1.757879167
Bradford,201718,SEN Unknown,State-funded primary,39969,13946097,585396,377369,208027,4.19756,2.70591,1.49165,3934,9.84263,137,0.342765643
Bradford,201718,SEN Unknown,Special,6,808,146,108,38,18.06931,13.36634,4.70297,2,33.33333,1,16.66666667
Bradford,201718,SEN Unknown,Total,68946,23745257,1146948,694715,452233,4.83022,2.9257,1.90452,8343,12.10077,543,0.787572883
Bradford,201718,SEN Unknown,State-funded secondary,28971,9798352,561406,317238,244168,5.7296,3.23767,2.49193,4407,15.21176,405,1.397949674
Bradford,201819,SEN Unknown,Special,9,1496,271,228,43,18.11497,15.24064,2.87433,5,55.55556,5,55.55555556
Bradford,201819,SEN Unknown,State-funded primary,39213,14194291,586721,382224,204497,4.1335,2.6928,1.4407,3842,9.79777,158,0.402927601
Bradford,201819,SEN Unknown,Total,68882,24443799,1219118,733404,485714,4.98743,3.00037,1.98706,8628,12.52577,629,0.913155832
Bradford,201819,SEN Unknown,State-funded secondary,29660,10248012,632126,350952,281174,6.16828,3.42459,2.74369,4781,16.11935,466,1.571139582
Bradford,202021,SEN Unknown,State-funded primary,39224,14047907,615623,383667,231956,4.38231,2.73113,1.65118,4436,11.3094,360,0.917805425
Bradford,202021,SEN Unknown,Special,12,52,30,6,24,57.69231,11.53846,46.15385,3,25,2,16.66666667
Bradford,202021,SEN Unknown,Total,70649,24585275,1370041,815936,554105,5.57261,3.3188,2.25381,11125,15.74686,1042,1.474897026
Bradford,202021,SEN Unknown,State-funded secondary,31413,10537316,754388,432263,322125,7.1592,4.10221,3.05699,6686,21.28418,680,2.164708878
Bradford,202122,SEN Unknown,Special,3,134,26,26,0,19.40299,19.40299,0,1,33.33333,1,33.33333333
Bradford,202122,SEN Unknown,State-funded primary,39576,14174421,936472,616722,319750,6.60677,4.35095,2.25582,8191,20.69689,309,0.780776228
Bradford,202122,SEN Unknown,State-funded secondary,31426,10551815,1114397,602218,512179,10.56119,5.70725,4.85394,10684,33.99733,1173,3.73257812
Bradford,202122,SEN Unknown,Total,71005,24726370,2050895,1218966,831929,8.29436,4.92982,3.36454,18876,26.58404,1483,2.088585311
Bradford,201718,Total,Special,926,322634,33124,28199,4925,10.26674,8.74024,1.5265,297,32.07343,25,2.699784017
Bradford,201718,Total,State-funded secondary,34184,11572046,718792,394548,324244,6.21145,3.40949,2.80196,5769,16.87632,564,1.649894688
Bradford,201718,Total,State-funded primary,48283,16853273,747991,482494,265497,4.43825,2.86291,1.57534,5246,10.86511,173,0.358304165
Bradford,201718,Total,Total,83393,28747953,1499907,905241,594666,5.21744,3.14889,2.06855,11312,13.56469,762,0.913745758
Bradford,201819,Total,Special,968,348447,37063,33106,3957,10.63662,9.50101,1.13561,320,33.05785,31,3.202479339
Bradford,201819,Total,Total,83748,29735577,1610713,969248,641465,5.41679,3.25956,2.15723,11819,14.11258,908,1.084204996
Bradford,201819,Total,State-funded secondary,35102,12124719,814128,442075,372053,6.71461,3.64606,3.06855,6273,17.87078,673,1.917269671
Bradford,201819,Total,State-funded primary,47678,17262411,759522,494067,265455,4.39986,2.8621,1.53776,5226,10.96103,204,0.427870297
Bradford,202021,Total,State-funded primary,47022,16843877,804532,505434,299098,4.77641,3.0007,1.77571,6038,12.8408,453,0.963378844
Bradford,202021,Total,Total,85847,29871617,1905991,1159876,746115,6.38061,3.88287,2.49774,15855,18.4689,1607,1.871934954
Bradford,202021,Total,Special,1183,408034,81560,68739,12821,19.98853,16.84639,3.14214,749,63.31361,104,8.791208791
Bradford,202021,Total,State-funded secondary,37642,12619706,1019899,585703,434196,8.0818,4.64118,3.44062,9068,24.09011,1050,2.789437331
Bradford,202122,Total,Special,1182,418451,66966,52562,14404,16.00331,12.56109,3.44222,560,47.37733,92,7.783417936
Bradford,202122,Total,State-funded primary,47232,16944814,1176607,773113,403494,6.94376,4.56253,2.38122,10461,22.14812,427,0.904048103
Bradford,202122,Total,State-funded secondary,37861,12726205,1475387,787493,687894,11.5933,6.18796,5.40533,13671,36.1084,1818,4.801774913
Bradford,202122,Total,Total,86275,30089470,2718960,1613168,1105792,9.03625,5.36124,3.67501,24692,28.62011,2337,2.708780064
